number,name,address,bike_stands,available_bike_stands,available_bikes,lat,lon,temperature,relative_humidity,apparent_temperature,precipitation,rain,surface_pressure
26,NICEHASH - C. PROLETARSKIH BRIGAD,C. PROLETARSKIH BRIGAD 71,20,8,12,46.543986,15.629317,9.7,58,3.5,0.0,0.0,961.5
23,LJUBLJANSKA UL. - FOCHEVA,LJUBLJANSKA 41,20,8,11,46.545947,15.644015,9.3,62,3.0,0.0,0.0,962.2
27,JHMB – DVOETAŽNI MOST,Cesta XIV. divizije,20,15,5,46.554741,15.659814,9.6,62,5.2,0.0,0.0,965.8
18,LIDL - KOROŠKA C.,Koroška cesta 173,20,4,16,46.565603,15.623133,9.9,56,3.9,0.0,0.0,962.0
11,PARTIZANSKA C. - CANKARJEVA UL.,Partizanska c. 13,20,13,7,46.56056,15.652935,9.4,62,5.0,0.0,0.0,962.8
24,"VZAJEMNA, VARUH ZDRAVJA - BETNAVSKA C.",Betnavska c. 83,20,19,1,46.54199,15.63831,9.9,59,4.0,0.0,0.0,963.0
10,TELEMACH - GLAVNI TRG - STARI PERON,Glavni trg 20,20,4,16,46.557328,15.646833,10.6,55,6.2,0.0,0.0,964.8
9,NKBM - TRG LEONA ŠTUKLJA,Ulica slovenske osamosvojitve 5,20,11,9,46.558519,15.649072,10.6,55,6.2,0.0,0.0,964.2
13,PARTIZANSKA C. - ŽELEZNIŠKA POSTAJA,Partizanska cesta 46-48,20,20,0,46.561555,15.65692,10.1,59,5.8,0.0,0.0,965.2
20,EUROPARK - POBREŠKA C.,Pobreška cesta 18,21,16,5,46.554703,15.652826,10.1,59,5.8,0.0,0.0,966.5
4,STROSSMAYERJEVA UL. - TRŽNICA,Strossmayerjeva ulica 3,20,2,18,46.558498,15.64146,10.6,55,6.2,0.0,0.0,964.6
1,GOSPOSVETSKA C. - TURNERJEVA UL.,Gosposvetska cesta 69,22,15,7,46.562695,15.62935,10.6,56,5.6,0.0,0.0,963.5
16,KOROŠKA C. - KOROŠKI VETER,Koroška cesta 74,20,8,12,46.559319,15.63498,10.6,55,6.2,0.0,0.0,964.6
3,GOSPOSVETSKA C. - III. GIMNAZIJA,Gosposvetska cesta 4,20,15,5,46.560761,15.64053,10.6,55,6.1,0.0,0.0,963.9
21,GORKEGA UL. - OŠ FRANCETA PREŠERNA,Gorkega ulica 32,20,13,7,46.550683,15.639333,10.6,55,6.1,0.0,0.0,963.8
6,POŠTA - SLOMŠKOV TRG,Slomškov trg 10,20,9,11,46.558924,15.644443,10.6,55,6.2,0.0,0.0,964.6
22,DVORANA TABOR,Gorkega ulica 48,20,9,11,46.549005,15.635014,10.0,59,4.0,0.0,0.0,963.5
14,ULICA MOŠE PIJADA - UKC,Ulica Moše Pijada 6,20,11,9,46.552652,15.646023,10.6,55,6.1,0.0,0.0,963.8
19,LIDL - TITOVA C.,Titova cesta 15,20,8,12,46.551963,15.651564,10.1,59,5.7,0.0,0.0,964.4
25,SPAR - TRŽNICA TABOR,Kardeljeva c. 55,20,10,10,46.542655,15.634329,10.0,59,4.0,0.0,0.0,963.6
17,NA POLJANAH - HEROJA ŠERCERJA,NA POLJANAH 53,20,4,16,46.553109,15.624098,10.6,56,5.6,0.0,0.0,963.1
28,UM FGPA - LENT - SODNI STOLP,Pristan 6,20,7,13,46.556731,15.64212,10.7,55,6.3,0.0,0.0,965.8
8,RAZLAGOVA UL. - OBČINA,Razlagova ulica 1,20,13,7,46.56196,15.650235,10.1,59,5.7,0.0,0.0,964.0
7,PARTIZANSKA C. - TIC,Partizanska cesta 6a,20,6,14,46.560227,15.650781,10.1,59,5.7,0.0,0.0,964.5
2,GOSPOSVETSKA C. - VRBANSKA C.,Gosposvetska cesta 20,22,17,5,46.561422,15.637118,10.6,55,6.2,0.0,0.0,964.0
5,MLADINSKA UL. - TRUBARJEVA UL.,Mladinska ulica 15,16,3,13,46.56294,15.644185,10.6,55,6.1,0.0,0.0,963.7
12,MLINSKA UL . - AVTOBUSNA POSTAJA,Mlinska ulica 24,20,11,9,46.558534,15.654739,10.1,59,5.8,0.0,0.0,965.1
29,PETROL – LENT – VODNI STOLP,Usnjarska ulica 5,20,16,4,46.556534,15.647629,10.8,55,6.3,0.0,0.0,966.0
15,LJUBLJANSKA UL. - II. GIMNAZIJA,Ljubljanska ul. 30-25,20,20,0,46.548853,15.645591,10.0,59,4.0,0.0,0.0,963.6
26,NICEHASH - C. PROLETARSKIH BRIGAD,C. PROLETARSKIH BRIGAD 71,20,9,11,46.543986,15.629317,10.4,58,4.9,0.0,0.0,963.0
23,LJUBLJANSKA UL. - FOCHEVA,LJUBLJANSKA 41,20,10,9,46.545947,15.644015,10.0,59,4.0,0.0,0.0,963.8
27,JHMB – DVOETAŽNI MOST,Cesta XIV. divizije,20,15,5,46.554741,15.659814,10.2,59,5.9,0.0,0.0,967.4
18,LIDL - KOROŠKA C.,Koroška cesta 173,20,6,14,46.565603,15.623133,10.6,56,5.7,0.0,0.0,963.6
11,PARTIZANSKA C. - CANKARJEVA UL.,Partizanska c. 13,20,12,8,46.56056,15.652935,10.1,59,5.7,0.0,0.0,964.5
24,"VZAJEMNA, VARUH ZDRAVJA - BETNAVSKA C.",Betnavska c. 83,20,20,0,46.54199,15.63831,10.9,56,5.5,0.0,0.0,963.6
10,TELEMACH - GLAVNI TRG - STARI PERON,Glavni trg 20,20,3,17,46.557328,15.646833,11.8,50,8.0,0.0,0.0,965.4
9,NKBM - TRG LEONA ŠTUKLJA,Ulica slovenske osamosvojitve 5,20,0,20,46.558519,15.649072,11.8,50,8.0,0.0,0.0,964.9
13,PARTIZANSKA C. - ŽELEZNIŠKA POSTAJA,Partizanska cesta 46-48,20,19,1,46.561555,15.65692,11.1,55,7.0,0.0,0.0,965.8
20,EUROPARK - POBREŠKA C.,Pobreška cesta 18,21,16,5,46.554703,15.652826,11.2,55,7.1,0.0,0.0,967.0
4,STROSSMAYERJEVA UL. - TRŽNICA,Strossmayerjeva ulica 3,20,7,13,46.558498,15.64146,11.8,50,8.0,0.0,0.0,965.2
1,GOSPOSVETSKA C. - TURNERJEVA UL.,Gosposvetska cesta 69,22,18,4,46.562695,15.62935,11.8,51,7.5,0.0,0.0,964.1
16,KOROŠKA C. - KOROŠKI VETER,Koroška cesta 74,20,6,14,46.559319,15.63498,11.8,50,8.0,0.0,0.0,965.2
3,GOSPOSVETSKA C. - III. GIMNAZIJA,Gosposvetska cesta 4,20,11,9,46.560761,15.64053,11.7,50,8.0,0.0,0.0,964.5
21,GORKEGA UL. - OŠ FRANCETA PREŠERNA,Gorkega ulica 32,20,20,0,46.550683,15.639333,11.7,50,8.0,0.0,0.0,964.4
6,POŠTA - SLOMŠKOV TRG,Slomškov trg 10,20,11,9,46.558924,15.644443,11.8,50,8.0,0.0,0.0,965.2
22,DVORANA TABOR,Gorkega ulica 48,20,13,7,46.549005,15.635014,10.9,56,5.5,0.0,0.0,964.1
14,ULICA MOŠE PIJADA - UKC,Ulica Moše Pijada 6,20,14,6,46.552652,15.646023,11.7,50,8.0,0.0,0.0,964.4
19,LIDL - TITOVA C.,Titova cesta 15,20,9,11,46.551963,15.651564,11.1,55,7.0,0.0,0.0,965.0
25,SPAR - TRŽNICA TABOR,Kardeljeva c. 55,20,13,7,46.542655,15.634329,10.9,56,5.5,0.0,0.0,964.2
17,NA POLJANAH - HEROJA ŠERCERJA,NA POLJANAH 53,20,11,9,46.553109,15.624098,11.8,51,7.5,0.0,0.0,963.8
28,UM FGPA - LENT - SODNI STOLP,Pristan 6,20,6,14,46.556731,15.64212,11.8,50,8.1,0.0,0.0,966.4
8,RAZLAGOVA UL. - OBČINA,Razlagova ulica 1,20,11,9,46.56196,15.650235,11.1,55,7.0,0.0,0.0,964.6
7,PARTIZANSKA C. - TIC,Partizanska cesta 6a,20,0,20,46.560227,15.650781,11.1,55,7.0,0.0,0.0,965.1
2,GOSPOSVETSKA C. - VRBANSKA C.,Gosposvetska cesta 20,22,11,11,46.561422,15.637118,11.7,50,8.0,0.0,0.0,964.6
5,MLADINSKA UL. - TRUBARJEVA UL.,Mladinska ulica 15,16,11,5,46.56294,15.644185,11.7,50,8.0,0.0,0.0,964.3
12,MLINSKA UL . - AVTOBUSNA POSTAJA,Mlinska ulica 24,20,8,12,46.558534,15.654739,11.1,55,7.0,0.0,0.0,965.7
29,PETROL – LENT – VODNI STOLP,Usnjarska ulica 5,20,16,4,46.556534,15.647629,11.9,50,8.1,0.0,0.0,966.6
15,LJUBLJANSKA UL. - II. GIMNAZIJA,Ljubljanska ul. 30-25,20,16,4,46.548853,15.645591,10.9,56,5.5,0.0,0.0,964.2
26,NICEHASH - C. PROLETARSKIH BRIGAD,C. PROLETARSKIH BRIGAD 71,20,9,11,46.543986,15.629317,11.4,53,6.5,0.0,0.0,963.5
23,LJUBLJANSKA UL. - FOCHEVA,LJUBLJANSKA 41,20,17,2,46.545947,15.644015,10.9,56,5.5,0.0,0.0,964.4
27,JHMB – DVOETAŽNI MOST,Cesta XIV. divizije,20,17,3,46.554741,15.659814,11.2,55,7.2,0.0,0.0,968.0
18,LIDL - KOROŠKA C.,Koroška cesta 173,20,17,3,46.565603,15.623133,11.8,51,7.5,0.0,0.0,964.2
11,PARTIZANSKA C. - CANKARJEVA UL.,Partizanska c. 13,20,8,12,46.56056,15.652935,11.1,55,7.0,0.0,0.0,965.1
