date,number,name,address,bike_stands,available_bike_stands,available_bikes,lat,lon
2024-03-28 07:11:46,15,LJUBLJANSKA UL. - II. GIMNAZIJA,Ljubljanska ul. 30-25,20,16,4,46.548853,15.645591
2024-03-28 07:11:46,26,NICEHASH - C. PROLETARSKIH BRIGAD,C. PROLETARSKIH BRIGAD 71,20,9,11,46.543986,15.629317
2024-03-28 07:11:46,23,LJUBLJANSKA UL. - FOCHEVA,LJUBLJANSKA 41,20,17,2,46.545947,15.644015
2024-03-28 07:11:46,27,JHMB – DVOETAŽNI MOST,Cesta XIV. divizije,20,17,3,46.554741,15.659814
2024-03-28 07:11:46,18,LIDL - KOROŠKA C.,Koroška cesta 173,20,17,3,46.565603,15.623133
2024-03-28 07:11:46,11,PARTIZANSKA C. - CANKARJEVA UL.,Partizanska c. 13,20,8,12,46.56056,15.652935
2024-03-28 08:15:40,24,"VZAJEMNA, VARUH ZDRAVJA - BETNAVSKA C.",Betnavska c. 83,20,20,0,46.54199,15.63831
2024-03-28 08:15:40,10,TELEMACH - GLAVNI TRG - STARI PERON,Glavni trg 20,20,13,7,46.557328,15.646833
2024-03-28 08:15:40,9,NKBM - TRG LEONA ŠTUKLJA,Ulica slovenske osamosvojitve 5,20,8,12,46.558519,15.649072
2024-03-28 08:15:40,13,PARTIZANSKA C. - ŽELEZNIŠKA POSTAJA,Partizanska cesta 46-48,20,19,1,46.561555,15.65692
2024-03-28 08:15:40,20,EUROPARK - POBREŠKA C.,Pobreška cesta 18,21,16,5,46.554703,15.652826
2024-03-28 08:15:40,4,STROSSMAYERJEVA UL. - TRŽNICA,Strossmayerjeva ulica 3,20,1,19,46.558498,15.64146
2024-03-28 08:15:40,1,GOSPOSVETSKA C. - TURNERJEVA UL.,Gosposvetska cesta 69,22,22,0,46.562695,15.62935
2024-03-28 08:15:40,16,KOROŠKA C. - KOROŠKI VETER,Koroška cesta 74,20,8,12,46.559319,15.63498
2024-03-28 08:15:40,3,GOSPOSVETSKA C. - III. GIMNAZIJA,Gosposvetska cesta 4,20,0,20,46.560761,15.64053
2024-03-28 08:15:40,21,GORKEGA UL. - OŠ FRANCETA PREŠERNA,Gorkega ulica 32,20,11,9,46.550683,15.639333
2024-03-28 08:15:40,6,POŠTA - SLOMŠKOV TRG,Slomškov trg 10,20,3,17,46.558924,15.644443
2024-03-28 08:15:40,22,DVORANA TABOR,Gorkega ulica 48,20,15,5,46.549005,15.635014
2024-03-28 08:15:40,14,ULICA MOŠE PIJADA - UKC,Ulica Moše Pijada 6,20,10,10,46.552652,15.646023
2024-03-28 08:15:40,19,LIDL - TITOVA C.,Titova cesta 15,20,9,11,46.551963,15.651564
2024-03-28 08:15:40,25,SPAR - TRŽNICA TABOR,Kardeljeva c. 55,20,15,5,46.542655,15.634329
2024-03-28 08:15:40,17,NA POLJANAH - HEROJA ŠERCERJA,NA POLJANAH 53,20,11,9,46.553109,15.624098
2024-03-28 08:15:40,28,UM FGPA - LENT - SODNI STOLP,Pristan 6,20,6,14,46.556731,15.64212
2024-03-28 08:15:40,8,RAZLAGOVA UL. - OBČINA,Razlagova ulica 1,20,11,9,46.56196,15.650235
2024-03-28 08:15:40,7,PARTIZANSKA C. - TIC,Partizanska cesta 6a,20,5,15,46.560227,15.650781
2024-03-28 08:15:40,2,GOSPOSVETSKA C. - VRBANSKA C.,Gosposvetska cesta 20,22,19,3,46.561422,15.637118
2024-03-28 08:15:40,5,MLADINSKA UL. - TRUBARJEVA UL.,Mladinska ulica 15,16,10,6,46.56294,15.644185
2024-03-28 08:15:40,12,MLINSKA UL . - AVTOBUSNA POSTAJA,Mlinska ulica 24,20,8,12,46.558534,15.654739
2024-03-28 08:15:40,29,PETROL – LENT – VODNI STOLP,Usnjarska ulica 5,20,14,6,46.556534,15.647629
2024-03-28 08:15:40,15,LJUBLJANSKA UL. - II. GIMNAZIJA,Ljubljanska ul. 30-25,20,10,10,46.548853,15.645591
2024-03-28 08:15:40,26,NICEHASH - C. PROLETARSKIH BRIGAD,C. PROLETARSKIH BRIGAD 71,20,10,10,46.543986,15.629317
2024-03-28 08:15:40,23,LJUBLJANSKA UL. - FOCHEVA,LJUBLJANSKA 41,20,11,9,46.545947,15.644015
2024-03-28 08:15:40,27,JHMB – DVOETAŽNI MOST,Cesta XIV. divizije,20,19,0,46.554741,15.659814
2024-03-28 08:15:40,18,LIDL - KOROŠKA C.,Koroška cesta 173,20,19,1,46.565603,15.623133
2024-03-28 08:15:40,11,PARTIZANSKA C. - CANKARJEVA UL.,Partizanska c. 13,20,12,8,46.56056,15.652935
2024-03-28 09:13:24,24,"VZAJEMNA, VARUH ZDRAVJA - BETNAVSKA C.",Betnavska c. 83,20,2,18,46.54199,15.63831
2024-03-28 09:13:24,10,TELEMACH - GLAVNI TRG - STARI PERON,Glavni trg 20,20,6,14,46.557328,15.646833
2024-03-28 09:13:24,9,NKBM - TRG LEONA ŠTUKLJA,Ulica slovenske osamosvojitve 5,20,6,14,46.558519,15.649072
2024-03-28 09:13:24,13,PARTIZANSKA C. - ŽELEZNIŠKA POSTAJA,Partizanska cesta 46-48,20,20,0,46.561555,15.65692
2024-03-28 09:13:24,20,EUROPARK - POBREŠKA C.,Pobreška cesta 18,21,17,4,46.554703,15.652826
2024-03-28 09:13:24,4,STROSSMAYERJEVA UL. - TRŽNICA,Strossmayerjeva ulica 3,20,10,10,46.558498,15.64146
2024-03-28 09:13:24,1,GOSPOSVETSKA C. - TURNERJEVA UL.,Gosposvetska cesta 69,22,22,0,46.562695,15.62935
2024-03-28 09:13:24,16,KOROŠKA C. - KOROŠKI VETER,Koroška cesta 74,20,9,11,46.559319,15.63498
2024-03-28 09:13:24,3,GOSPOSVETSKA C. - III. GIMNAZIJA,Gosposvetska cesta 4,20,2,18,46.560761,15.64053
2024-03-28 09:13:24,21,GORKEGA UL. - OŠ FRANCETA PREŠERNA,Gorkega ulica 32,20,11,9,46.550683,15.639333
2024-03-28 09:13:24,6,POŠTA - SLOMŠKOV TRG,Slomškov trg 10,20,10,10,46.558924,15.644443
2024-03-28 09:13:24,22,DVORANA TABOR,Gorkega ulica 48,20,16,4,46.549005,15.635014
2024-03-28 09:13:24,14,ULICA MOŠE PIJADA - UKC,Ulica Moše Pijada 6,20,13,7,46.552652,15.646023
2024-03-28 09:13:24,19,LIDL - TITOVA C.,Titova cesta 15,20,10,10,46.551963,15.651564
2024-03-28 09:13:24,25,SPAR - TRŽNICA TABOR,Kardeljeva c. 55,20,16,4,46.542655,15.634329
2024-03-28 09:13:24,17,NA POLJANAH - HEROJA ŠERCERJA,NA POLJANAH 53,20,14,6,46.553109,15.624098
2024-03-28 09:13:24,28,UM FGPA - LENT - SODNI STOLP,Pristan 6,20,5,15,46.556731,15.64212
2024-03-28 09:13:24,8,RAZLAGOVA UL. - OBČINA,Razlagova ulica 1,20,10,10,46.56196,15.650235
2024-03-28 09:13:24,7,PARTIZANSKA C. - TIC,Partizanska cesta 6a,20,7,13,46.560227,15.650781
2024-03-28 09:13:24,2,GOSPOSVETSKA C. - VRBANSKA C.,Gosposvetska cesta 20,22,10,12,46.561422,15.637118
2024-03-28 09:13:24,5,MLADINSKA UL. - TRUBARJEVA UL.,Mladinska ulica 15,16,12,4,46.56294,15.644185
2024-03-28 09:13:24,12,MLINSKA UL . - AVTOBUSNA POSTAJA,Mlinska ulica 24,20,4,16,46.558534,15.654739
2024-03-28 09:13:24,29,PETROL – LENT – VODNI STOLP,Usnjarska ulica 5,20,10,10,46.556534,15.647629
2024-03-28 09:13:24,15,LJUBLJANSKA UL. - II. GIMNAZIJA,Ljubljanska ul. 30-25,20,10,10,46.548853,15.645591
2024-03-28 09:13:24,26,NICEHASH - C. PROLETARSKIH BRIGAD,C. PROLETARSKIH BRIGAD 71,20,9,11,46.543986,15.629317
2024-03-28 09:13:24,23,LJUBLJANSKA UL. - FOCHEVA,LJUBLJANSKA 41,20,10,10,46.545947,15.644015
2024-03-28 09:13:24,27,JHMB – DVOETAŽNI MOST,Cesta XIV. divizije,20,19,0,46.554741,15.659814
2024-03-28 09:13:24,18,LIDL - KOROŠKA C.,Koroška cesta 173,20,18,2,46.565603,15.623133
2024-03-28 09:13:24,11,PARTIZANSKA C. - CANKARJEVA UL.,Partizanska c. 13,20,17,3,46.56056,15.652935
